CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Méfait,2016-08-05,nuit,33,295012.396,5042817.027,-73.62529677,45.52520215
Vol dans / sur véhicule à moteur,2015-04-11,jour,33,295012.396,5042817.027,-73.62529677,45.52520215
Vol dans / sur véhicule à moteur,2015-06-07,soir,33,295012.396,5042817.027,-73.62529677,45.52520215
Vol dans / sur véhicule à moteur,2016-05-03,jour,33,294863.321,5042878.567,-73.62720641,45.5257538
Méfait,2016-06-17,jour,33,294863.321,5042878.567,-73.62720641,45.5257538
Vol dans / sur véhicule à moteur,2017-04-14,jour,33,294863.321,5042878.567,-73.62720641,45.5257538
Introduction,2015-07-29,jour,33,294863.321,5042878.567,-73.62720641,45.5257538
Introduction,2017-09-12,jour,42,296905.563,5049556,-73.60117004,45.58586569
Vol de véhicule à moteur,2017-10-13,nuit,42,296905.563,5049556,-73.60117004,45.58586569
Introduction,2017-11-18,soir,42,296905.563,5049556,-73.60117004,45.58586569
Vol de véhicule à moteur,2016-04-09,jour,42,296905.563,5049556,-73.60117004,45.58586569
Vol dans / sur véhicule à moteur,2015-08-04,jour,42,296905.563,5049556,-73.60117004,45.58586569
Vol de véhicule à moteur,2017-03-06,soir,42,296905.563,5049556,-73.60117004,45.58586569
Vols qualifiés,2016-03-26,soir,42,296905.563,5049556,-73.60117004,45.58586569
Méfait,2015-07-31,jour,42,296905.563,5049556,-73.60117004,45.58586569
Vol dans / sur véhicule à moteur,2015-12-02,jour,42,296905.563,5049556,-73.60117004,45.58586569
Introduction,2016-07-27,jour,42,296696.781,5049443,-73.60384378,45.58484648
Introduction,2016-01-24,soir,42,296696.781,5049443,-73.60384378,45.58484648
Vol dans / sur véhicule à moteur,2016-02-02,jour,42,296696.781,5049443,-73.60384378,45.58484648
Méfait,2016-12-02,jour,42,296696.781,5049443,-73.60384378,45.58484648
Méfait,2016-11-03,jour,42,296696.781,5049443,-73.60384378,45.58484648
Vol dans / sur véhicule à moteur,2017-03-18,nuit,42,296696.781,5049443,-73.60384378,45.58484648
Méfait,2015-10-17,jour,42,296696.781,5049443,-73.60384378,45.58484648
Introduction,2015-11-27,jour,42,296696.781,5049443,-73.60384378,45.58484648
Vol dans / sur véhicule à moteur,2015-04-03,jour,3,275072.75,5036530,-73.88017105,45.46806479
Introduction,2017-01-10,soir,3,275072.75,5036530,-73.88017105,45.46806479
Vol de véhicule à moteur,2017-06-13,nuit,46,300025.438,5051543.5,-73.56120719,45.60377818
Vol dans / sur véhicule à moteur,2017-10-14,jour,33,294322.819,5043101.564,-73.6341305,45.5277525
Vol dans / sur véhicule à moteur,2016-12-06,jour,33,294322.819,5043101.564,-73.6341305,45.5277525
Vol de véhicule à moteur,2015-11-13,jour,33,294322.819,5043101.564,-73.6341305,45.5277525
Vol dans / sur véhicule à moteur,2015-06-24,jour,33,294322.819,5043101.564,-73.6341305,45.5277525
Vol dans / sur véhicule à moteur,2015-03-12,jour,33,294322.819,5043101.564,-73.6341305,45.5277525
Méfait,2015-03-12,soir,33,294322.819,5043101.564,-73.6341305,45.5277525
Vol dans / sur véhicule à moteur,2015-05-13,nuit,33,294322.819,5043101.564,-73.6341305,45.5277525
Méfait,2017-12-23,soir,42,297822.25,5051627,-73.58945199,45.60451091
Vol de véhicule à moteur,2017-11-28,nuit,42,297822.25,5051627,-73.58945199,45.60451091
Vol de véhicule à moteur,2016-07-27,nuit,42,297822.25,5051627,-73.58945199,45.60451091
Vol dans / sur véhicule à moteur,2016-01-22,nuit,42,297822.25,5051627,-73.58945199,45.60451091
Vol de véhicule à moteur,2017-02-27,jour,42,297822.25,5051627,-73.58945199,45.60451091
Introduction,2015-11-09,soir,42,297822.25,5051627,-73.58945199,45.60451091
Introduction,2015-06-26,jour,42,297822.25,5051627,-73.58945199,45.60451091
Vol de véhicule à moteur,2015-09-07,jour,42,297822.25,5051627,-73.58945199,45.60451091
Méfait,2015-05-10,soir,42,297822.25,5051627,-73.58945199,45.60451091
Vol dans / sur véhicule à moteur,2016-11-23,soir,12,298625.579,5039121.713,-73.57899586,45.49199156
Introduction,2016-05-28,jour,12,298625.579,5039121.713,-73.57899586,45.49199156
Vol dans / sur véhicule à moteur,2017-06-18,nuit,12,298625.579,5039121.713,-73.57899586,45.49199156
Méfait,2015-11-09,jour,12,298625.579,5039121.713,-73.57899586,45.49199156
Vol dans / sur véhicule à moteur,2017-10-22,jour,33,295242.821,5042722.568,-73.62234513,45.52435537
Vol dans / sur véhicule à moteur,2017-12-03,soir,33,295242.821,5042722.568,-73.62234513,45.52435537
Méfait,2017-10-29,jour,33,295242.821,5042722.568,-73.62234513,45.52435537
Méfait,2016-03-07,soir,33,295242.821,5042722.568,-73.62234513,45.52435537
Vol dans / sur véhicule à moteur,2015-04-19,jour,33,295242.821,5042722.568,-73.62234513,45.52435537
Vol dans / sur véhicule à moteur,2015-05-28,nuit,9,291321.031,5035699.5,-73.6723564,45.46109416
Introduction,2016-01-11,soir,9,291321.031,5035699.5,-73.6723564,45.46109416
Introduction,2016-06-20,jour,24,295754.844,5041692.5,-73.61577153,45.51509326
Méfait,2017-07-27,soir,24,295754.844,5041692.5,-73.61577153,45.51509326
Vol de véhicule à moteur,2015-01-29,nuit,8,289151.625,5033353,-73.70002193,45.43993405
Introduction,2015-04-16,jour,12,297065.844,5038116,-73.59893532,45.48292617
Vol de véhicule à moteur,2017-11-02,nuit,9,292158.969,5035244,-73.66162997,45.45701102
Méfait,2017-02-02,jour,9,292158.969,5035244,-73.66162997,45.45701102
Vols qualifiés,2017-06-05,soir,8,290207.031,5032894,-73.6865179,45.43582657
Méfait,2015-11-15,jour,16,299821.938,5035243,-73.56365029,45.45709864
Méfait,2015-07-14,jour,13,293671.594,5032795.5,-73.64223402,45.43500394
Vol dans / sur véhicule à moteur,2015-02-16,soir,24,295776.344,5041319.5,-73.61548948,45.51173713
Introduction,2015-06-14,soir,24,295776.344,5041319.5,-73.61548948,45.51173713
Vol dans / sur véhicule à moteur,2015-11-28,jour,24,295776.344,5041319.5,-73.61548948,45.51173713
Introduction,2015-08-21,jour,24,295776.344,5041319.5,-73.61548948,45.51173713
Vol dans / sur véhicule à moteur,2016-02-05,soir,24,295776.344,5041319.5,-73.61548948,45.51173713
Introduction,2016-05-15,jour,24,295776.344,5041319.5,-73.61548948,45.51173713
Introduction,2016-12-16,soir,24,295776.344,5041319.5,-73.61548948,45.51173713
Vol dans / sur véhicule à moteur,2017-03-29,jour,24,295776.344,5041319.5,-73.61548948,45.51173713
Introduction,2016-12-03,nuit,33,294322.819,5043101.564,-73.6341305,45.5277525
Méfait,2017-04-17,soir,33,294322.819,5043101.564,-73.6341305,45.5277525
Méfait,2018-06-10,jour,38,299934.39,5043683.598,-73.56229615,45.53305163
Méfait,2018-07-13,soir,38,299934.39,5043683.598,-73.56229615,45.53305163
Introduction,2018-04-04,jour,10,289800.157,5044070.043,-73.69205971,45.53638454
Vol dans / sur véhicule à moteur,2017-11-18,nuit,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol dans / sur véhicule à moteur,2017-11-20,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol dans / sur véhicule à moteur,2017-11-21,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol de véhicule à moteur,2017-05-23,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol dans / sur véhicule à moteur,2016-10-04,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Introduction,2016-11-29,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Introduction,2016-11-06,soir,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol dans / sur véhicule à moteur,2017-02-06,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol dans / sur véhicule à moteur,2015-10-12,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Méfait,2015-07-09,soir,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol dans / sur véhicule à moteur,2015-04-01,jour,42,295319.217,5049623.521,-73.6215009,45.58645345
Méfait,2015-06-29,soir,42,295319.217,5049623.521,-73.6215009,45.58645345
Méfait,2015-03-26,soir,42,295319.217,5049623.521,-73.6215009,45.58645345
Vol de véhicule à moteur,2016-01-15,jour,39,294330.781,5050004.5,-73.63417633,45.58986743
Vol dans / sur véhicule à moteur,2015-12-28,jour,39,294330.781,5050004.5,-73.63417633,45.58986743
Introduction,2018-05-03,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2015-09-26,jour,8,287828.844,5033780,-73.71694469,45.44374553
Introduction,2015-11-15,nuit,38,298657.812,5041002.669,-73.57860702,45.50891749
Vols qualifiés,2016-09-13,jour,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2018-12-13,soir,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2016-11-03,soir,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2018-09-05,nuit,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2017-05-25,jour,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2017-01-04,soir,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2015-11-16,nuit,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2015-06-01,jour,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2016-05-13,jour,38,298657.812,5041002.669,-73.57860702,45.50891749
Introduction,2016-03-24,nuit,38,298657.812,5041002.669,-73.57860702,45.50891749
Vol de véhicule à moteur,2015-01-30,jour,39,293711.344,5048969.5,-73.64209168,45.58054461
Introduction,2018-08-26,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Méfait,2016-10-30,jour,39,293711.344,5048969.5,-73.64209168,45.58054461
Vol dans / sur véhicule à moteur,2016-07-31,soir,39,293711.344,5048969.5,-73.64209168,45.58054461
Vol dans / sur véhicule à moteur,2016-07-14,nuit,9,292986.219,5034520.5,-73.6510353,45.4505151
Vol dans / sur véhicule à moteur,2016-07-14,nuit,9,292986.219,5034520.5,-73.6510353,45.4505151
Introduction,2017-09-14,soir,9,292986.219,5034520.5,-73.6510353,45.4505151
Vol dans / sur véhicule à moteur,2017-11-30,jour,9,292986.219,5034520.5,-73.6510353,45.4505151
Vol dans / sur véhicule à moteur,2016-07-26,jour,12,296729.25,5038219.5,-73.60324272,45.4838537
Vol dans / sur véhicule à moteur,2017-06-30,nuit,5,281590.406,5035639,-73.79677832,45.46029424
Vol dans / sur véhicule à moteur,2017-08-02,jour,30,296959.949,5046174.253,-73.60041882,45.5554363
Introduction,2017-08-08,jour,30,296959.949,5046174.253,-73.60041882,45.5554363
Introduction,2016-04-17,nuit,30,296959.949,5046174.253,-73.60041882,45.5554363
Vol de véhicule à moteur,2017-09-07,nuit,30,296959.949,5046174.253,-73.60041882,45.5554363
Introduction,2016-04-15,nuit,30,296959.949,5046174.253,-73.60041882,45.5554363
Méfait,2016-04-15,jour,30,296959.949,5046174.253,-73.60041882,45.5554363
Introduction,2018-01-17,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Vol dans / sur véhicule à moteur,2017-07-04,jour,30,296959.949,5046174.253,-73.60041882,45.5554363
Introduction,2016-06-17,nuit,30,296959.949,5046174.253,-73.60041882,45.5554363
Vol dans / sur véhicule à moteur,2016-07-24,jour,9,293136.75,5034427,-73.6491086,45.44967627
Vol dans / sur véhicule à moteur,2017-12-07,jour,9,293136.75,5034427,-73.6491086,45.44967627
Méfait,2015-05-04,soir,38,299247.51,5041834.578,-73.57106956,45.51640829
Vol dans / sur véhicule à moteur,2018-07-21,nuit,38,298914.069,5040853.315,-73.57532568,45.50757575
Vol dans / sur véhicule à moteur,2017-10-22,soir,38,299247.51,5041834.578,-73.57106956,45.51640829
Méfait,2017-11-29,soir,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2016-07-27,soir,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2016-10-14,soir,38,299247.51,5041834.578,-73.57106956,45.51640829
Vols qualifiés,2017-10-27,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2018-05-26,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2016-10-08,nuit,38,299247.51,5041834.578,-73.57106956,45.51640829
Méfait,2016-06-11,soir,38,299247.51,5041834.578,-73.57106956,45.51640829
Vol de véhicule à moteur,2015-08-06,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Vol dans / sur véhicule à moteur,2016-11-29,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2016-08-13,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2017-03-22,nuit,38,299247.51,5041834.578,-73.57106956,45.51640829
Vol dans / sur véhicule à moteur,2017-01-05,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2017-02-08,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2015-11-12,jour,38,299247.51,5041834.578,-73.57106956,45.51640829
Introduction,2018-05-18,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Vol dans / sur véhicule à moteur,2018-05-06,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Méfait,2017-10-10,jour,5,284214.381,5033448.675,-73.76313458,45.44066703
Méfait,2015-10-04,nuit,5,284214.381,5033448.675,-73.76313458,45.44066703
Vol dans / sur véhicule à moteur,2015-09-06,jour,12,296843.125,5038260.5,-73.60178668,45.48422394
Méfait,2017-09-29,jour,12,296843.125,5038260.5,-73.60178668,45.48422394
Introduction,2017-11-11,soir,38,299021.58,5041981.154,-73.57396309,45.5177254
Introduction,2017-06-26,jour,38,299021.58,5041981.154,-73.57396309,45.5177254
Vol dans / sur véhicule à moteur,2017-08-05,soir,38,299021.58,5041981.154,-73.57396309,45.5177254
Introduction,2016-06-30,jour,38,299021.58,5041981.154,-73.57396309,45.5177254
Méfait,2017-03-13,jour,38,299021.58,5041981.154,-73.57396309,45.5177254
Introduction,2017-03-20,nuit,38,299021.58,5041981.154,-73.57396309,45.5177254
Introduction,2017-01-20,soir,38,299021.58,5041981.154,-73.57396309,45.5177254
Vol dans / sur véhicule à moteur,2016-06-24,jour,38,299021.58,5041981.154,-73.57396309,45.5177254
Introduction,2015-05-17,jour,16,300770.656,5035922,-73.5515254,45.46321473
Introduction,2017-07-14,jour,16,300770.656,5035922,-73.5515254,45.46321473
Vol dans / sur véhicule à moteur,2016-11-17,soir,16,300770.656,5035922,-73.5515254,45.46321473
Introduction,2018-09-23,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2015-01-06,jour,9,291787.745,5036553.908,-73.66641115,45.46879135
Vol dans / sur véhicule à moteur,2015-09-19,jour,9,291787.745,5036553.908,-73.66641115,45.46879135
Méfait,2017-02-06,jour,9,291787.745,5036553.908,-73.66641115,45.46879135
Introduction,2018-04-27,jour,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2016-11-15,nuit,9,291787.745,5036553.908,-73.66641115,45.46879135
Méfait,2018-08-30,soir,38,298914.069,5040853.315,-73.57532568,45.50757575
Introduction,2017-11-05,soir,38,298394.806,5042387.08,-73.58199102,45.52137261
Vol dans / sur véhicule à moteur,2018-08-07,jour,42,297675.25,5050555,-73.59132082,45.59486328
Introduction,2018-11-12,soir,38,299130.23,5040703.565,-73.57255761,45.50623003
Introduction,2018-11-04,nuit,38,299130.23,5040703.565,-73.57255761,45.50623003
Vol de véhicule à moteur,2016-09-04,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Vol dans / sur véhicule à moteur,2016-06-11,nuit,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2017-06-16,nuit,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2016-12-10,soir,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2015-12-11,soir,38,298394.806,5042387.08,-73.58199102,45.52137261
Vol dans / sur véhicule à moteur,2017-04-02,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2017-04-03,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Vol dans / sur véhicule à moteur,2016-06-23,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Vol de véhicule à moteur,2015-06-02,nuit,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2015-12-05,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Vol dans / sur véhicule à moteur,2015-07-31,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2015-10-26,soir,38,298394.806,5042387.08,-73.58199102,45.52137261
Vols qualifiés,2015-07-28,jour,38,298394.806,5042387.08,-73.58199102,45.52137261
Introduction,2015-07-07,jour,5,280619.219,5034967.5,-73.80916357,45.4542189
Vol dans / sur véhicule à moteur,2015-11-13,jour,5,280619.219,5034967.5,-73.80916357,45.4542189
Méfait,2017-11-09,nuit,8,291832.656,5033195.5,-73.66574824,45.43857165
Vol de véhicule à moteur,2015-12-07,jour,30,297251.579,5046041.58,-73.59668146,45.55424568
Introduction,2015-12-07,jour,30,297251.579,5046041.58,-73.59668146,45.55424568
Méfait,2015-07-19,jour,30,297251.579,5046041.58,-73.59668146,45.55424568
Vol dans / sur véhicule à moteur,2015-01-28,jour,30,297251.579,5046041.58,-73.59668146,45.55424568
Introduction,2017-11-29,jour,5,281220.281,5035395,-73.8014993,45.45808625
Méfait,2015-03-30,soir,7,289489.0393,5042417.172,-73.69599161,45.52150468
Méfait,2015-06-29,soir,5,283880.313,5034562,-73.76745207,45.45067528
Introduction,2015-05-11,nuit,31,295018.115,5044927.427,-73.62526571,45.54419237
Vol dans / sur véhicule à moteur,2017-12-07,jour,42,296915.125,5048737,-73.60103428,45.5784962
Introduction,2017-08-17,soir,42,296915.125,5048737,-73.60103428,45.5784962
Vol de véhicule à moteur,2017-11-07,nuit,42,296915.125,5048737,-73.60103428,45.5784962
Méfait,2017-06-02,soir,42,296915.125,5048737,-73.60103428,45.5784962
Méfait,2016-05-21,nuit,42,296915.125,5048737,-73.60103428,45.5784962
Méfait,2017-02-02,jour,42,296915.125,5048737,-73.60103428,45.5784962
Vol dans / sur véhicule à moteur,2015-11-07,jour,42,296915.125,5048737,-73.60103428,45.5784962
Vols qualifiés,2015-08-29,soir,42,296915.125,5048737,-73.60103428,45.5784962
Introduction,2015-07-23,soir,42,296915.125,5048737,-73.60103428,45.5784962
Vol dans / sur véhicule à moteur,2016-07-04,jour,31,294892.967,5044508.372,-73.62685986,45.5404198
Méfait,2017-05-07,soir,31,294892.967,5044508.372,-73.62685986,45.5404198
Méfait,2017-11-13,jour,13,295196.281,5032882,-73.62274848,45.43580491
Vols qualifiés,2016-10-10,soir,13,295196.281,5032882,-73.62274848,45.43580491
Méfait,2016-05-25,jour,31,295005.355,5044781.863,-73.6254262,45.54288235
Vol de véhicule à moteur,2015-09-03,nuit,9,293220.531,5037291,-73.64810497,45.47544926
Vol dans / sur véhicule à moteur,2015-06-26,jour,39,294233.156,5049120,-73.63540838,45.58190698
Vol dans / sur véhicule à moteur,2015-11-25,nuit,39,294233.156,5049120,-73.63540838,45.58190698
Méfait,2016-01-23,jour,13,296685.875,5031500,-73.60368672,45.42338782
Vol dans / sur véhicule à moteur,2015-11-22,jour,13,294312.031,5031147.5,-73.63401342,45.42018427
Vol dans / sur véhicule à moteur,2016-02-05,jour,13,294312.031,5031147.5,-73.63401342,45.42018427
Vol dans / sur véhicule à moteur,2017-03-06,jour,13,294312.031,5031147.5,-73.63401342,45.42018427
Vol dans / sur véhicule à moteur,2017-03-06,soir,13,294312.031,5031147.5,-73.63401342,45.42018427
Introduction,2017-08-28,soir,13,294312.031,5031147.5,-73.63401342,45.42018427
Vol de véhicule à moteur,2016-10-23,nuit,13,294312.031,5031147.5,-73.63401342,45.42018427
Introduction,2017-03-23,jour,7,289565.813,5037811,-73.69486582,45.48005827
Introduction,2017-08-14,soir,31,295100.193,5045070.977,-73.62421748,45.54548523
Introduction,2016-05-01,nuit,31,295100.193,5045070.977,-73.62421748,45.54548523
Introduction,2017-07-06,soir,31,295134.512,5045125.904,-73.62377907,45.54597996
Vol de véhicule à moteur,2017-07-16,jour,5,283336.25,5034489.5,-73.77440452,45.4500064
Vol de véhicule à moteur,2016-10-14,soir,5,283336.25,5034489.5,-73.77440452,45.4500064
Vol dans / sur véhicule à moteur,2015-08-20,jour,5,283336.25,5034489.5,-73.77440452,45.4500064
Introduction,2015-05-21,jour,5,279523.781,5034167,-73.82312795,45.44697694
Introduction,2016-05-29,nuit,5,279523.781,5034167,-73.82312795,45.44697694
Vol dans / sur véhicule à moteur,2016-03-22,soir,46,299801.438,5052017.5,-73.5640836,45.60804178
Méfait,2017-03-17,soir,13,296517.781,5031754.5,-73.60583899,45.42567597
Vol de véhicule à moteur,2015-06-30,soir,39,294246.438,5050023,-73.63525769,45.59003262
Vol de véhicule à moteur,2015-10-09,soir,39,294246.438,5050023,-73.63525769,45.59003262
Introduction,2017-11-04,jour,39,294246.438,5050023,-73.63525769,45.59003262
Méfait,2017-11-28,jour,39,294246.438,5050023,-73.63525769,45.59003262
Vol dans / sur véhicule à moteur,2017-11-28,jour,39,294246.438,5050023,-73.63525769,45.59003262
Vol dans / sur véhicule à moteur,2017-08-06,soir,39,294246.438,5050023,-73.63525769,45.59003262
Introduction,2017-11-12,jour,39,294246.438,5050023,-73.63525769,45.59003262
Introduction,2017-11-23,soir,39,294246.438,5050023,-73.63525769,45.59003262
Introduction,2015-09-26,jour,39,294246.438,5050023,-73.63525769,45.59003262
Vol de véhicule à moteur,2015-05-14,jour,27,291014.54,5045266.791,-73.67654439,45.54717835
Vol dans / sur véhicule à moteur,2015-09-05,jour,27,291014.54,5045266.791,-73.67654439,45.54717835
Méfait,2015-12-18,nuit,27,291014.54,5045266.791,-73.67654439,45.54717835
Vol de véhicule à moteur,2015-09-21,soir,27,291014.54,5045266.791,-73.67654439,45.54717835
Méfait,2015-09-09,soir,27,291014.54,5045266.791,-73.67654439,45.54717835
Vol de véhicule à moteur,2017-12-18,jour,39,293848.219,5049637,-73.64035272,45.58655313
Méfait,2015-01-11,jour,13,295345.938,5032456,-73.62082748,45.43197358
Méfait,2017-07-24,jour,13,295345.938,5032456,-73.62082748,45.43197358
Méfait,2017-04-04,jour,13,295345.938,5032456,-73.62082748,45.43197358
Vol de véhicule à moteur,2015-03-25,soir,27,294589.484,5046283.043,-73.63078298,45.5563845
Vol dans / sur véhicule à moteur,2015-03-25,soir,27,294589.484,5046283.043,-73.63078298,45.5563845
Méfait,2017-01-13,soir,27,294589.484,5046283.043,-73.63078298,45.5563845
Vol dans / sur véhicule à moteur,2016-01-31,jour,27,294589.484,5046283.043,-73.63078298,45.5563845
Introduction,2016-04-04,jour,27,294589.484,5046283.043,-73.63078298,45.5563845
Vol dans / sur véhicule à moteur,2016-11-20,jour,4,280162.219,5039985,-73.81525812,45.49935208
Vol dans / sur véhicule à moteur,2017-10-04,jour,5,281035.938,5035165,-73.80384523,45.45601037
Vol de véhicule à moteur,2015-03-04,soir,5,280877.063,5035660.5,-73.80590067,45.46046365
Vol dans / sur véhicule à moteur,2015-08-04,soir,49,304447.438,5054495.5,-73.50452178,45.63035732
Vols qualifiés,2016-12-28,nuit,13,294312.031,5031147.5,-73.63401342,45.42018427
Introduction,2015-08-17,jour,7,289894.844,5041737,-73.69077636,45.51539305
Méfait,2017-09-09,soir,7,289894.844,5041737,-73.69077636,45.51539305
Introduction,2015-03-13,jour,8,293654.613,5034055.733,-73.6424796,45.44634388
Introduction,2016-06-08,jour,8,293654.613,5034055.733,-73.6424796,45.44634388
Méfait,2015-06-01,soir,8,293654.613,5034055.733,-73.6424796,45.44634388
Introduction,2015-04-26,nuit,22,300898.363,5043297.594,-73.54995099,45.52958428
Vols qualifiés,2015-04-06,jour,22,300898.363,5043297.594,-73.54995099,45.52958428
Introduction,2016-09-22,nuit,22,300898.363,5043297.594,-73.54995099,45.52958428
Méfait,2017-04-08,soir,22,300898.363,5043297.594,-73.54995099,45.52958428
Introduction,2015-03-23,jour,8,293525.901,5033947.226,-73.64412253,45.44536541
Vol dans / sur véhicule à moteur,2017-11-03,soir,8,293525.901,5033947.226,-73.64412253,45.44536541
Vols qualifiés,2017-08-02,nuit,8,293525.901,5033947.226,-73.64412253,45.44536541
Vol dans / sur véhicule à moteur,2016-04-21,jour,8,293525.901,5033947.226,-73.64412253,45.44536541
Introduction,2015-04-28,jour,42,295579.405,5049140.113,-73.61815735,45.5821071
Introduction,2015-05-17,jour,42,295579.405,5049140.113,-73.61815735,45.5821071
Vol de véhicule à moteur,2015-09-13,jour,42,295579.405,5049140.113,-73.61815735,45.5821071
Introduction,2016-04-10,soir,8,291757.844,5033360,-73.66670884,45.44005051
Méfait,2015-05-16,jour,7,290487.479,5042377.743,-73.68320976,45.5211711
Méfait,2016-04-28,jour,7,290487.479,5042377.743,-73.68320976,45.5211711
Vol de véhicule à moteur,2017-01-19,nuit,4,278701.594,5037986.5,-73.8338413,45.48131587
Méfait,2016-09-13,soir,4,278701.594,5037986.5,-73.8338413,45.48131587
Méfait,2016-05-27,jour,38,297388.605,5043107.581,-73.59488199,45.52784598
Vol dans / sur véhicule à moteur,2015-09-06,soir,38,297388.605,5043107.581,-73.59488199,45.52784598
Introduction,2015-10-10,soir,38,297388.605,5043107.581,-73.59488199,45.52784598
Vol dans / sur véhicule à moteur,2015-02-03,jour,42,295454.319,5049219.538,-73.61976178,45.58282012
Vol de véhicule à moteur,2015-07-31,soir,42,295454.319,5049219.538,-73.61976178,45.58282012
Vol de véhicule à moteur,2016-04-30,jour,30,295454.319,5049219.538,-73.61976178,45.58282012
Vol dans / sur véhicule à moteur,2016-09-13,jour,30,295454.319,5049219.538,-73.61976178,45.58282012
Introduction,2016-10-22,nuit,42,295454.319,5049219.538,-73.61976178,45.58282012
Vol de véhicule à moteur,2017-12-20,nuit,30,295454.319,5049219.538,-73.61976178,45.58282012
Introduction,2017-01-12,jour,13,294682.656,5032118.5,-73.62929759,45.4289273
Introduction,2017-10-20,jour,7,289889.807,5042833.563,-73.69087419,45.5252602
Vol de véhicule à moteur,2016-12-07,nuit,7,289889.807,5042833.563,-73.69087419,45.5252602
Introduction,2017-10-15,nuit,39,294828.688,5050088,-73.62779674,45.5906261
Introduction,2017-10-15,nuit,39,294828.688,5050088,-73.62779674,45.5906261
Vol de véhicule à moteur,2016-12-27,nuit,39,294828.688,5050088,-73.62779674,45.5906261
Méfait,2015-09-13,jour,39,294828.688,5050088,-73.62779674,45.5906261
Méfait,2016-07-20,soir,8,290527.75,5033347,-73.68243183,45.4399095
Vol dans / sur véhicule à moteur,2017-01-14,jour,8,290527.75,5033347,-73.68243183,45.4399095
Introduction,2017-12-17,soir,31,296751.557,5045841.879,-73.60308253,45.55244311
Introduction,2016-01-29,soir,31,296751.557,5045841.879,-73.60308253,45.55244311
Vol dans / sur véhicule à moteur,2016-04-01,nuit,31,296751.557,5045841.879,-73.60308253,45.55244311
Vol de véhicule à moteur,2015-11-24,soir,31,296751.557,5045841.879,-73.60308253,45.55244311
Méfait,2015-04-23,soir,7,290826.323,5042180.825,-73.67886674,45.51940603
Introduction,2015-06-16,soir,5,286138.281,5033505.5,-73.73854481,45.44123237
Méfait,2017-08-21,soir,42,295522.274,5049184.639,-73.6188903,45.582507
Vol dans / sur véhicule à moteur,2017-06-09,jour,7,289177.188,5040234.5,-73.69991397,45.50185729
Introduction,2017-06-07,jour,16,299237.313,5036132,-73.57113545,45.46509389
Méfait,2016-10-19,nuit,16,299237.313,5036132,-73.57113545,45.46509389
Vol dans / sur véhicule à moteur,2017-10-01,jour,16,299237.313,5036132,-73.57113545,45.46509389
Méfait,2016-08-23,jour,16,299237.313,5036132,-73.57113545,45.46509389
