CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE
Vol dans / sur véhicule à moteur,2015-12-25,jour,8,290469.531,5032886.5,-73.68316259,45.43576451
Méfait,2017-03-18,soir,39,295054.656,5051434,-73.62492752,45.60274096
Méfait,2015-04-03,jour,39,295054.656,5051434,-73.62492752,45.60274096
Méfait,2015-06-30,jour,39,295054.656,5051434,-73.62492752,45.60274096
Méfait,2016-09-14,soir,8,290865.344,5034018.5,-73.67813565,45.44595879
Méfait,2017-07-29,soir,8,290865.344,5034018.5,-73.67813565,45.44595879
Introduction,2015-08-17,soir,9,291391.219,5035825.5,-73.67146235,45.46222931
Introduction,2015-01-05,jour,8,288644.219,5033568.5,-73.70651476,45.44186168
Introduction,2015-08-10,jour,8,288644.219,5033568.5,-73.70651476,45.44186168
Vol de véhicule à moteur,2016-11-02,nuit,8,288644.219,5033568.5,-73.70651476,45.44186168
Introduction,2015-10-18,jour,8,288644.219,5033568.5,-73.70651476,45.44186168
Méfait,2015-06-23,jour,8,288644.219,5033568.5,-73.70651476,45.44186168
Vol dans / sur véhicule à moteur,2015-09-03,jour,8,288644.219,5033568.5,-73.70651476,45.44186168
Vol de véhicule à moteur,2017-06-17,soir,39,294404.094,5050653.5,-73.63325055,45.5957084
Introduction,2016-11-22,nuit,42,298198.094,5051000.5,-73.58462535,45.59887717
Introduction,2017-02-13,nuit,42,298198.094,5051000.5,-73.58462535,45.59887717
Vol de véhicule à moteur,2016-12-01,soir,42,298437.094,5048902,-73.58153443,45.5799965
Introduction,2015-10-17,nuit,42,298437.094,5048902,-73.58153443,45.5799965
Introduction,2015-03-27,jour,42,298437.094,5048902,-73.58153443,45.5799965
Introduction,2017-07-21,jour,42,297986.613,5047932.187,-73.58729337,45.57126556
Vol de véhicule à moteur,2017-07-18,soir,42,297986.613,5047932.187,-73.58729337,45.57126556
Introduction,2017-09-28,jour,42,297986.613,5047932.187,-73.58729337,45.57126556
Vol dans / sur véhicule à moteur,2017-09-07,jour,42,297986.613,5047932.187,-73.58729337,45.57126556
Vol dans / sur véhicule à moteur,2016-09-02,jour,42,297986.613,5047932.187,-73.58729337,45.57126556
Introduction,2016-03-11,nuit,42,297986.613,5047932.187,-73.58729337,45.57126556
Vol de véhicule à moteur,2017-06-17,jour,42,297986.613,5047932.187,-73.58729337,45.57126556
Introduction,2015-04-13,jour,24,295714.281,5041235.5,-73.61628224,45.51098046
Vol de véhicule à moteur,2015-04-13,jour,24,295714.281,5041235.5,-73.61628224,45.51098046
Introduction,2016-10-30,jour,13,295449.031,5030847,-73.61947936,45.41749633
Méfait,2015-08-13,jour,13,295449.031,5030847,-73.61947936,45.41749633
Vol dans / sur véhicule à moteur,2016-08-31,nuit,13,296346.813,5031024.5,-73.60801127,45.41910499
Méfait,2015-06-14,soir,26,294951.983,5041471.636,-73.62604312,45.51309496
Introduction,2016-08-09,soir,26,294951.983,5041471.636,-73.62604312,45.51309496
Vol dans / sur véhicule à moteur,2015-10-12,jour,42,297466.161,5050738.852,-73.59400355,45.59651546
Vol dans / sur véhicule à moteur,2015-02-05,jour,5,286639.219,5033181,-73.73212961,45.43832556
Introduction,2016-11-12,jour,13,295946.5,5031024.5,-73.6131263,45.41910004
Méfait,2015-12-30,jour,13,295946.5,5031024.5,-73.6131263,45.41910004
Méfait,2017-04-21,jour,13,295946.5,5031024.5,-73.6131263,45.41910004
Introduction,2015-10-14,soir,26,295048.927,5041460.72,-73.62480213,45.51299809
Vol dans / sur véhicule à moteur,2015-06-07,jour,26,295048.927,5041460.72,-73.62480213,45.51299809
Méfait,2017-07-14,jour,26,295048.927,5041460.72,-73.62480213,45.51299809
Vol dans / sur véhicule à moteur,2017-10-06,jour,26,295048.927,5041460.72,-73.62480213,45.51299809
Introduction,2015-06-07,jour,26,295048.927,5041460.72,-73.62480213,45.51299809
Méfait,2017-01-10,soir,26,295048.927,5041460.72,-73.62480213,45.51299809
Introduction,2017-02-27,jour,24,293935.411,5041114.31,-73.6390461,45.5098645
Introduction,2016-04-04,jour,39,295054.656,5051434,-73.62492752,45.60274096
Introduction,2016-12-30,soir,16,299262.563,5036551,-73.57081727,45.46886445
Vol de véhicule à moteur,2015-03-05,jour,13,296077.094,5031070.5,-73.61145844,45.41951562
Méfait,2017-08-11,soir,13,296077.094,5031070.5,-73.61145844,45.41951562
Introduction,2016-08-04,jour,13,296077.094,5031070.5,-73.61145844,45.41951562
Vol dans / sur véhicule à moteur,2016-02-04,jour,13,293269.406,5031254.5,-73.64733836,45.42113071
Introduction,2015-06-16,nuit,46,300453.531,5051445.5,-73.55571841,45.60289916
Introduction,2018-12-02,nuit,8,290789.938,5033130,-73.67907431,45.43796214
Vol dans / sur véhicule à moteur,2017-11-27,jour,46,300453.531,5051445.5,-73.55571841,45.60289916
Vol dans / sur véhicule à moteur,2017-11-25,jour,46,300453.531,5051445.5,-73.55571841,45.60289916
Introduction,2018-08-14,jour,42,297469,5050311.5,-73.59396075,45.59267006
Méfait,2016-11-22,jour,13,293602.563,5030872.5,-73.6430726,45.41769868
Introduction,2016-02-23,jour,13,293602.563,5030872.5,-73.6430726,45.41769868
Vol dans / sur véhicule à moteur,2015-07-31,jour,13,297112.125,5032974,-73.59826289,45.43665647
Vol dans / sur véhicule à moteur,2015-08-14,jour,8,288501.063,5033192.5,-73.70833222,45.43847493
Introduction,2015-09-10,jour,8,288501.063,5033192.5,-73.70833222,45.43847493
Introduction,2018-04-25,soir,38,297636.707,5042711.079,-73.59169995,45.5242807
Méfait,2015-12-04,jour,46,299989.063,5051819,-73.56167622,45.60625695
Vol de véhicule à moteur,2015-08-20,jour,46,299989.063,5051819,-73.56167622,45.60625695
Vol dans / sur véhicule à moteur,2017-11-05,jour,46,299989.063,5051819,-73.56167622,45.60625695
Vol dans / sur véhicule à moteur,2015-02-06,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol de véhicule à moteur,2018-04-02,jour,10,289470.065,5044011.049,-73.69628437,45.53584651
Vol dans / sur véhicule à moteur,2018-01-14,jour,31,296275.385,5045888.573,-73.60918203,45.55285761
Vol dans / sur véhicule à moteur,2017-12-29,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2017-07-30,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2018-01-14,soir,44,299271.982,5046155.098,-73.5708051,45.55528613
Méfait,2018-04-23,jour,38,299783.231,5043013.62,-73.56422463,45.52702184
Vol dans / sur véhicule à moteur,2016-07-27,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2017-07-12,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-06-12,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-01-14,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-01-23,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-12-14,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-12-14,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-08-31,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-08-04,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2015-05-27,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol de véhicule à moteur,2017-05-03,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2016-12-27,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol de véhicule à moteur,2017-04-21,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2017-02-24,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Introduction,2018-10-19,jour,38,297590.744,5043047.036,-73.59229328,45.5273033
Introduction,2017-02-28,jour,24,293935.411,5041114.31,-73.6390461,45.5098645
Méfait,2017-04-01,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2015-12-09,soir,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2015-09-23,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2015-07-25,jour,20,299429.333,5040487.564,-73.56872755,45.50428873
Vol dans / sur véhicule à moteur,2015-07-01,nuit,20,299429.333,5040487.564,-73.56872755,45.50428873
Introduction,2016-01-25,jour,9,291970.219,5036176,-73.66406767,45.46539414
Vol dans / sur véhicule à moteur,2017-10-23,nuit,7,291568.625,5042210.5,-73.66936592,45.51968754
Vol dans / sur véhicule à moteur,2017-10-23,jour,7,291568.625,5042210.5,-73.66936592,45.51968754
Vol de véhicule à moteur,2017-10-08,jour,7,291568.625,5042210.5,-73.66936592,45.51968754
Vol dans / sur véhicule à moteur,2017-07-30,jour,7,291568.625,5042210.5,-73.66936592,45.51968754
Méfait,2016-11-09,jour,7,291568.625,5042210.5,-73.66936592,45.51968754
Méfait,2016-06-15,nuit,7,291568.625,5042210.5,-73.66936592,45.51968754
Méfait,2016-05-27,jour,7,291568.625,5042210.5,-73.66936592,45.51968754
Vol dans / sur véhicule à moteur,2015-08-16,jour,7,291568.625,5042210.5,-73.66936592,45.51968754
Vol dans / sur véhicule à moteur,2016-09-06,jour,20,299277.932,5040589.065,-73.57066614,45.50520089
Méfait,2016-09-10,soir,20,299277.932,5040589.065,-73.57066614,45.50520089
Vol dans / sur véhicule à moteur,2016-09-03,soir,20,299277.932,5040589.065,-73.57066614,45.50520089
Vol dans / sur véhicule à moteur,2016-07-23,nuit,20,299277.932,5040589.065,-73.57066614,45.50520089
Introduction,2017-07-08,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Vol dans / sur véhicule à moteur,2017-07-02,jour,21,299638.115,5041506.075,-73.56606652,45.51345529
Vol dans / sur véhicule à moteur,2017-09-01,nuit,21,299638.115,5041506.075,-73.56606652,45.51345529
Vol dans / sur véhicule à moteur,2016-08-21,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Introduction,2016-10-26,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Introduction,2016-10-27,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Introduction,2016-08-04,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Vol dans / sur véhicule à moteur,2016-07-10,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Vol de véhicule à moteur,2015-07-05,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Introduction,2015-04-18,soir,21,299638.115,5041506.075,-73.56606652,45.51345529
Introduction,2017-12-28,soir,8,288509.813,5033120.5,-73.708218,45.43782724
Introduction,2017-10-08,soir,9,291567.094,5035235,-73.66919749,45.45691907
Vol dans / sur véhicule à moteur,2017-10-13,jour,9,291567.094,5035235,-73.66919749,45.45691907
Méfait,2015-01-05,jour,13,293276.969,5032311.5,-73.64726645,45.43064227
Introduction,2016-08-21,soir,7,290367.825,5043065.83,-73.68476167,45.52736028
Vol de véhicule à moteur,2015-11-09,nuit,10,285975.396,5041985.736,-73.74095191,45.51753646
Introduction,2015-11-09,nuit,10,285975.396,5041985.736,-73.74095191,45.51753646
Vol dans / sur véhicule à moteur,2017-03-20,jour,10,285975.396,5041985.736,-73.74095191,45.51753646
Introduction,2017-06-05,soir,10,285975.396,5041985.736,-73.74095191,45.51753646
Méfait,2017-09-18,nuit,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-10-18,nuit,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-09-11,jour,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-08-16,nuit,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-08-03,soir,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-08-22,jour,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-08-27,jour,8,288412.719,5033268,-73.70946394,45.43915225
Méfait,2017-07-17,jour,8,288412.719,5033268,-73.70946394,45.43915225
Introduction,2015-02-12,soir,38,300087.288,5044215.102,-73.56034365,45.53783535
Introduction,2016-04-09,soir,38,300087.288,5044215.102,-73.56034365,45.53783535
Vol de véhicule à moteur,2017-05-18,jour,13,295087.469,5032555.5,-73.6241328,45.4328654
Vol de véhicule à moteur,2015-03-25,nuit,7,291045.633,5042516.299,-73.67606894,45.52242911
Méfait,2017-10-09,jour,7,291045.633,5042516.299,-73.67606894,45.52242911
Introduction,2016-09-21,soir,7,291045.633,5042516.299,-73.67606894,45.52242911
Vol de véhicule à moteur,2016-01-06,jour,7,291045.633,5042516.299,-73.67606894,45.52242911
Vol de véhicule à moteur,2016-01-06,soir,7,291045.633,5042516.299,-73.67606894,45.52242911
Introduction,2018-06-13,soir,24,295802.188,5041764,-73.61516687,45.51573725
Introduction,2018-01-11,soir,42,296903.938,5049729,-73.60119366,45.58742237
Vol de véhicule à moteur,2015-01-27,jour,7,290291.688,5039947.5,-73.6856441,45.49929882
Vol dans / sur véhicule à moteur,2017-01-04,soir,42,298674.094,5048833,-73.57849664,45.57937774
Vol dans / sur véhicule à moteur,2017-03-21,jour,42,298674.094,5048833,-73.57849664,45.57937774
Vol de véhicule à moteur,2018-06-04,jour,44,299794.445,5048343.654,-73.56413559,45.57498342
Vol dans / sur véhicule à moteur,2015-10-07,nuit,4,277499.531,5036973.5,-73.84916107,45.47215462
Vols qualifiés,2015-03-31,soir,24,296194.469,5042387,-73.61015685,45.5213482
Vol de véhicule à moteur,2018-03-15,soir,44,298951.854,5045354.951,-73.57489586,45.54808351
Méfait,2018-07-24,soir,4,278620.969,5037281.5,-73.83483504,45.47496904
Introduction,2018-07-18,soir,4,278620.969,5037281.5,-73.83483504,45.47496904
Vol de véhicule à moteur,2017-11-07,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2017-09-18,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2018-10-29,nuit,4,278620.969,5037281.5,-73.83483504,45.47496904
Introduction,2018-07-25,soir,4,278620.969,5037281.5,-73.83483504,45.47496904
Méfait,2018-05-28,jour,42,296925.25,5049208.5,-73.60091214,45.58273901
Vol dans / sur véhicule à moteur,2016-07-07,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2018-06-12,soir,42,296925.25,5049208.5,-73.60091214,45.58273901
Vol de véhicule à moteur,2017-08-22,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2018-05-23,jour,44,299004.631,5045478.274,-73.57422142,45.54919366
Vol dans / sur véhicule à moteur,2017-10-31,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2017-10-11,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-09-06,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Introduction,2018-02-13,nuit,44,299004.631,5045478.274,-73.57422142,45.54919366
Méfait,2016-11-13,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2017-08-05,nuit,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2016-04-24,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-06-13,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-04-05,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-04-06,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2017-07-03,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2016-07-06,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2016-07-08,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-05-09,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2016-01-12,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vols qualifiés,2016-05-31,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-02-23,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-02-27,nuit,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-03-04,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2018-02-26,jour,44,299004.631,5045478.274,-73.57422142,45.54919366
Vol dans / sur véhicule à moteur,2016-09-23,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2016-10-06,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-12-04,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2017-03-10,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2017-03-14,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2016-08-15,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2017-03-25,nuit,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2017-03-26,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2017-04-14,nuit,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2017-04-26,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2017-05-08,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-12-22,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-12-30,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2017-01-19,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-02-15,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-02-19,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2016-03-17,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-06-15,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2017-02-21,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2017-04-01,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-05-07,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2015-10-11,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-10-13,nuit,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2015-10-20,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-09-28,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2016-02-10,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-11-26,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-09-01,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-09-04,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-11-30,soir,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2015-10-10,nuit,5,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-10-10,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2015-02-24,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
Vol de véhicule à moteur,2015-01-15,nuit,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-08-28,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Méfait,2015-08-28,soir,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2015-07-15,jour,55,285459.663,5035175.298,-73.74728486,45.45623949
Vol dans / sur véhicule à moteur,2015-08-11,jour,5,285459.663,5035175.298,-73.74728486,45.45623949
